,age,job,marital,education,default,balance,housing,loan,day,month,campaign,pdays,previous,target
443,41,2,2,1,0,2015,1,0,29,8,10,-1,0,0
444,33,2,0,1,0,869,1,0,29,8,1,-1,0,0
445,40,8,1,1,0,-116,1,0,29,8,3,-1,0,0
446,32,7,1,2,0,581,1,0,29,8,1,-1,0,0
447,27,6,2,1,0,1093,1,0,29,8,2,-1,0,0
448,49,4,1,1,0,0,1,0,29,8,2,-1,0,0
449,27,10,2,1,0,404,1,0,29,8,2,-1,0,0
450,59,10,1,0,0,3163,1,0,29,8,2,-1,0,0
451,27,4,2,1,0,0,1,0,29,8,4,-1,0,0
452,28,4,2,1,0,17,1,0,29,8,9,-1,0,0
453,28,8,2,2,0,3516,1,0,29,8,4,-1,0,0
454,40,4,1,0,0,-476,1,0,30,8,2,-1,0,0
455,60,9,1,0,0,1226,1,0,30,8,3,-1,0,0
456,55,10,0,2,0,0,1,0,30,8,1,-1,0,0
457,43,4,2,0,0,30,1,0,30,8,17,-1,0,0
458,31,4,2,1,0,-147,1,0,30,8,2,-1,0,0
459,54,7,0,2,0,129,1,0,30,8,1,-1,0,0
460,48,2,0,1,0,132,1,0,30,8,1,-1,0,0
461,33,7,2,2,0,644,1,0,30,8,2,-1,0,0
462,36,10,1,1,0,175,1,0,30,8,1,-1,0,0
463,51,7,1,1,0,2632,0,0,30,8,1,-1,0,0
464,41,8,1,1,0,96,1,0,30,8,2,-1,0,0
465,60,2,1,1,0,4120,1,1,30,8,2,-1,0,0
466,51,7,1,2,0,307,1,0,30,8,2,-1,0,0
467,30,7,0,2,0,1589,1,0,30,8,9,-1,0,0
468,42,10,1,1,0,4791,1,0,30,8,2,-1,0,0
469,35,10,1,1,0,-403,1,0,30,8,6,-1,0,0
470,51,5,1,1,0,0,0,0,30,8,3,-1,0,0
471,40,4,1,1,0,0,1,0,30,8,3,-1,0,0
472,33,4,1,0,0,2708,1,0,30,8,2,-1,0,0
473,42,4,1,1,0,1958,1,0,30,8,3,-1,0,0
474,56,2,1,1,0,346,1,1,30,8,3,-1,0,0
475,34,4,1,1,0,71,1,0,30,8,5,-1,0,0
476,51,4,1,0,0,610,1,1,30,8,3,-1,0,0
477,33,4,2,2,0,573,0,0,30,8,3,-1,0,0
478,37,7,1,2,0,177,1,1,2,6,4,-1,0,0
479,53,4,1,0,0,256,1,0,2,6,1,-1,0,0
480,40,4,1,0,0,540,1,0,2,6,1,-1,0,0
481,44,8,1,1,0,808,1,0,2,6,2,-1,0,0
482,29,1,2,1,0,8,1,0,2,6,1,-1,0,0
483,30,7,2,2,0,1834,1,0,2,6,1,-1,0,0
484,33,8,1,1,0,152,1,0,2,6,1,-1,0,0
485,31,4,1,0,0,3868,1,0,2,6,1,-1,0,0
486,60,9,2,1,0,312,1,0,2,6,2,-1,0,0
487,42,4,1,1,0,-21,0,0,2,6,1,-1,0,0
488,24,4,2,1,0,539,1,0,2,6,2,-1,0,0
489,44,10,1,1,0,0,0,0,2,6,1,-1,0,0
490,50,10,1,1,0,0,1,0,2,6,2,-1,0,0
491,28,4,2,1,0,953,1,0,2,6,2,-1,0,0
492,53,3,1,1,0,-686,0,1,2,6,3,-1,0,0
493,41,10,1,1,0,0,0,0,2,6,3,-1,0,0
494,29,4,1,1,0,-282,1,1,2,6,1,-1,0,0
495,48,1,1,0,0,1849,1,0,2,6,3,-1,0,0
496,31,2,2,1,0,0,1,0,2,6,2,-1,0,0
497,49,8,1,1,0,180,1,1,2,6,3,-1,0,0
498,51,4,1,3,0,0,0,0,2,6,7,-1,0,0
499,33,10,2,1,0,1708,1,0,2,6,3,-1,0,0
500,40,1,1,1,0,1960,1,0,2,6,6,-1,0,0
501,28,5,2,1,0,265,1,1,3,6,10,-1,0,0
502,55,8,1,1,0,1695,1,0,3,6,2,-1,0,0
503,43,4,1,0,0,-120,1,0,3,6,1,-1,0,0
504,44,8,1,1,0,646,1,0,3,6,4,-1,0,0
505,41,9,1,1,0,2812,1,0,3,6,1,-1,0,0
506,35,9,1,2,0,1510,1,0,3,6,2,-1,0,0
507,36,8,1,1,0,823,1,0,3,6,5,-1,0,0
508,28,7,2,2,0,218,0,0,3,6,1,-1,0,0
509,30,4,1,1,0,931,1,0,3,6,1,-1,0,0
510,30,4,1,1,0,1780,1,1,3,6,6,-1,0,0
511,26,4,1,1,0,217,1,0,3,6,1,-1,0,0
512,23,10,2,1,0,-80,1,1,3,6,1,-1,0,0
513,34,4,1,1,0,-100,1,0,3,6,2,-1,0,0
514,54,8,2,1,0,559,1,1,3,6,6,-1,0,0
515,44,4,1,0,0,1066,1,0,3,6,1,-1,0,0
516,32,4,2,0,0,246,0,0,3,6,5,-1,0,0
517,34,7,1,2,0,27359,1,0,3,6,2,-1,0,0
518,28,10,2,2,0,432,1,1,3,6,3,-1,0,0
519,42,10,0,2,0,147,1,0,3,6,21,-1,0,0
520,34,4,1,1,0,6290,1,0,3,6,20,-1,0,0
521,44,1,1,1,1,-505,1,0,3,6,11,-1,0,0
522,45,10,1,1,0,1003,1,0,4,6,1,-1,0,0
523,44,7,1,2,0,529,1,0,4,6,4,-1,0,0
524,51,10,1,1,0,1446,1,0,4,6,7,-1,0,0
525,37,4,1,1,0,1386,1,1,4,6,2,-1,0,0
526,25,7,2,2,0,648,1,1,4,6,1,-1,0,0
527,31,4,1,1,0,355,1,0,4,6,3,-1,0,0
528,26,7,2,2,0,191,1,0,4,6,1,-1,0,0
529,47,4,1,1,0,1143,1,0,4,6,1,-1,0,0
530,45,8,1,1,0,0,0,0,4,6,6,-1,0,0
531,33,4,2,1,0,2514,1,0,4,6,5,-1,0,0
532,37,4,1,1,0,518,1,0,4,6,2,-1,0,0
533,46,4,1,0,0,296,1,0,4,6,2,-1,0,0
534,47,4,1,1,0,273,1,0,4,6,1,-1,0,0
535,34,4,1,1,0,138,1,0,4,6,3,-1,0,0
536,27,7,1,2,0,68,1,0,4,6,4,-1,0,0
537,59,4,1,1,0,87,0,0,4,6,10,-1,0,0
538,52,2,1,1,0,531,0,0,5,6,1,-1,0,0
539,50,1,1,0,0,705,0,0,5,6,1,-1,0,0
540,59,3,1,1,0,56,0,0,5,6,1,-1,0,0
541,51,11,0,3,0,1649,0,0,5,6,1,-1,0,0
542,53,7,1,2,1,0,0,1,5,6,1,-1,0,0
543,47,1,1,0,0,2946,0,0,5,6,1,-1,0,0
544,57,4,1,0,0,60,0,0,5,6,1,-1,0,0
545,55,0,2,0,0,0,0,0,5,6,1,-1,0,0
546,48,7,1,2,0,2960,0,0,5,6,1,-1,0,0
547,45,8,1,1,0,6397,1,0,5,6,2,-1,0,0
548,61,0,1,3,0,0,0,0,5,6,1,-1,0,0
549,41,0,1,1,0,879,0,0,5,6,2,-1,0,0
550,48,10,1,3,0,460,0,0,5,6,3,-1,0,0
551,48,2,1,1,0,1099,0,1,5,6,1,-1,0,0
552,55,3,1,2,0,2996,0,0,5,6,1,-1,0,0
553,30,4,1,1,0,95,1,0,5,6,2,-1,0,0
554,57,9,2,1,0,3277,0,0,5,6,4,-1,0,0
555,37,10,2,1,0,1820,0,0,5,6,2,-1,0,0
556,41,4,1,1,0,0,0,0,5,6,2,-1,0,0
557,58,2,1,0,0,549,0,0,5,6,2,-1,0,0
558,32,4,2,1,0,1848,1,0,5,6,10,-1,0,0
559,36,2,1,0,0,3,1,1,5,6,2,-1,0,0
560,28,4,0,0,0,1,1,0,6,6,9,-1,0,0
561,37,4,1,0,0,0,0,0,6,6,1,-1,0,0
562,24,10,2,1,0,639,1,0,6,6,5,-1,0,0
563,60,0,1,0,0,161,0,0,6,6,1,-1,0,0
564,58,7,0,2,0,1266,0,1,6,6,1,-1,0,0
565,34,10,2,1,0,300,1,0,6,6,1,-1,0,0
566,36,7,2,2,0,619,1,0,6,6,4,-1,0,0
567,48,7,1,1,0,11146,0,0,6,6,1,-1,0,0
568,35,10,2,2,0,1309,0,0,6,6,2,-1,0,0
569,34,8,2,0,0,38,0,0,6,6,4,-1,0,0
570,54,7,1,3,0,1960,0,0,6,6,5,-1,0,0
571,51,10,1,1,0,176,0,0,6,6,4,-1,0,0
572,29,7,2,2,0,2296,1,0,6,6,8,-1,0,0
573,35,9,2,2,0,1549,0,0,6,6,2,-1,0,0
574,54,4,0,1,0,218,0,0,6,6,2,-1,0,0
575,53,7,1,2,0,7067,0,0,6,6,3,-1,0,0
576,36,4,2,1,0,-56,1,1,6,6,2,-1,0,0
577,60,3,1,1,0,2586,0,0,6,6,4,-1,0,0
578,45,10,1,1,0,4639,0,0,6,6,2,-1,0,0
579,37,4,1,1,0,497,0,0,6,6,4,-1,0,0
580,52,0,1,0,0,0,0,0,6,6,3,-1,0,0
581,55,4,1,3,0,7561,0,0,6,6,3,-1,0,0
582,52,11,1,0,0,547,0,0,6,6,2,-1,0,0
583,56,10,1,1,0,992,0,0,9,6,1,-1,0,0
584,48,7,1,0,0,1744,0,0,9,6,1,-1,0,0
585,45,3,0,0,0,261,0,0,9,6,1,-1,0,0
586,56,2,1,1,0,2146,0,1,9,6,1,-1,0,0
587,34,7,0,2,0,7821,0,0,9,6,1,-1,0,0
588,55,7,1,1,0,8592,0,0,9,6,1,-1,0,0
589,45,10,1,0,0,-322,0,0,9,6,2,-1,0,0
590,45,8,1,1,0,-1036,1,0,9,6,17,-1,0,0
591,56,8,0,1,0,450,0,0,9,6,1,-1,0,0
592,52,3,1,1,0,603,0,1,9,6,1,-1,0,0
593,44,8,0,1,0,20,0,0,9,6,1,-1,0,0
594,57,5,1,0,0,1153,1,1,9,6,6,-1,0,0
595,34,2,2,2,0,3819,0,0,9,6,2,-1,0,0
596,49,7,1,1,0,321,0,0,9,6,3,-1,0,0
597,41,5,2,1,0,3216,0,0,9,6,3,-1,0,0
598,42,10,1,1,0,8036,0,0,9,6,5,-1,0,0
599,33,4,1,1,0,3015,1,0,9,6,2,-1,0,0
600,37,4,1,0,0,1387,0,0,9,6,3,-1,0,0
601,49,4,1,1,0,55,0,0,11,6,4,-1,0,0
602,54,3,1,0,0,1379,0,0,11,6,1,-1,0,0
603,25,10,2,3,0,555,0,0,11,6,9,-1,0,0
604,44,0,1,1,0,192,0,0,11,6,2,-1,0,0
605,37,4,1,1,0,7653,0,0,11,6,2,-1,0,0
606,42,10,1,3,0,0,0,0,11,6,1,-1,0,0
607,51,11,1,3,0,12,0,0,11,6,1,-1,0,0
608,47,4,1,1,0,303,0,0,11,6,1,-1,0,0
609,21,6,2,1,0,1284,1,0,11,6,10,-1,0,0
610,34,8,1,1,0,2153,0,0,11,6,2,-1,0,0
611,41,11,2,3,0,1259,0,0,11,6,8,-1,0,0
612,45,11,1,3,0,360,0,0,11,6,9,-1,0,0
613,36,8,0,0,0,188,0,0,11,6,10,-1,0,0
614,43,10,2,1,0,59,1,0,11,6,19,-1,0,0
615,48,2,1,1,0,13551,0,0,11,6,3,-1,0,0
616,37,7,1,3,0,4800,0,0,12,6,3,-1,0,0
617,49,2,0,1,0,1709,1,0,12,6,1,-1,0,0
618,54,7,1,2,0,292,0,0,12,6,1,-1,0,0
619,57,5,1,3,0,657,0,0,12,6,1,-1,0,0
620,37,4,1,0,0,292,0,0,12,6,1,-1,0,0
621,43,4,1,0,0,0,0,0,12,6,1,-1,0,0
622,49,4,1,0,0,937,1,0,12,6,1,-1,0,0
623,41,8,1,1,0,-700,0,1,12,6,1,-1,0,0
624,60,0,1,0,0,517,0,0,12,6,3,-1,0,0
625,46,7,2,2,0,2223,0,0,12,6,3,-1,0,0
626,59,3,1,0,0,4949,0,1,12,6,8,-1,0,0
627,37,8,1,1,0,733,0,0,16,6,4,-1,0,0
628,34,5,2,2,0,658,1,0,16,6,3,-1,0,0
629,34,8,1,1,0,5000,0,0,16,6,5,-1,0,0
630,34,4,1,0,0,-255,1,1,16,6,2,-1,0,0
631,31,2,1,1,0,372,1,0,16,6,10,-1,0,0
632,35,8,1,1,0,-58,1,0,16,6,3,-1,0,0
633,45,4,1,1,0,3037,0,0,16,6,2,-1,0,0
634,37,4,2,0,0,207,0,1,16,6,3,-1,0,0
635,36,10,2,2,0,38,0,0,16,6,1,-1,0,0
636,48,1,2,2,0,3229,0,0,16,6,1,-1,0,0
637,47,10,1,2,1,-813,1,1,16,6,25,-1,0,0
638,55,10,1,2,0,4359,0,0,16,6,2,-1,0,0
639,33,4,2,0,0,3751,0,0,16,6,1,-1,0,0
640,50,0,1,0,0,4,0,0,16,6,1,-1,0,0
641,41,4,1,1,0,-100,1,0,16,6,21,-1,0,0
642,49,7,1,2,0,2005,0,0,16,6,4,-1,0,0
643,36,7,1,2,0,7124,0,0,16,6,6,-1,0,0
644,35,7,1,2,0,0,0,0,16,6,6,-1,0,0
645,42,7,1,1,0,2580,1,0,16,6,3,-1,0,0
646,28,9,0,1,0,92,1,0,17,6,10,-1,0,0
647,58,9,1,1,0,372,0,0,17,6,2,-1,0,0
648,50,3,1,0,0,1098,0,0,17,6,1,-1,0,0
649,55,10,1,2,0,2512,1,0,17,6,1,-1,0,0
650,32,4,2,0,0,2040,0,0,17,6,4,-1,0,0
651,46,11,1,2,0,5837,0,0,17,6,1,-1,0,0
652,34,4,1,0,0,214,0,0,17,6,1,-1,0,0
653,40,10,0,2,0,0,0,0,17,6,1,-1,0,0
654,46,4,1,1,0,1270,1,0,17,6,1,-1,0,0
655,34,7,1,2,0,531,1,0,17,6,2,-1,0,0
656,56,7,0,1,0,278,1,0,17,6,1,-1,0,0
657,50,7,1,2,0,557,1,0,17,6,4,-1,0,0
658,33,4,1,3,0,53,0,0,17,6,2,-1,0,0
659,40,0,1,0,0,322,0,0,17,6,2,-1,0,0
660,59,8,1,0,0,124,0,0,17,6,2,-1,0,0
661,57,0,1,0,0,0,0,0,17,6,2,-1,0,0
662,59,5,0,3,0,0,0,0,17,6,2,-1,0,0
663,23,10,2,1,0,1116,0,1,17,6,6,-1,0,0
664,27,2,2,1,1,-95,1,0,17,6,3,-1,0,0
665,49,10,1,1,0,662,0,0,18,6,2,-1,0,0
666,40,2,2,1,0,1200,1,0,18,6,8,-1,0,0
667,52,4,1,1,0,262,0,0,18,6,4,-1,0,0
668,36,8,1,1,0,2289,0,0,18,6,5,-1,0,0
669,25,10,2,1,0,629,1,1,18,6,2,-1,0,0
670,49,10,2,1,0,1202,1,0,18,6,1,-1,0,0
671,60,3,1,1,0,1524,0,0,18,6,1,-1,0,0
672,26,10,0,2,0,594,1,1,18,6,3,-1,0,0
673,46,10,1,1,0,179,0,1,18,6,1,-1,0,0
674,35,8,1,3,0,-224,0,0,18,6,2,-1,0,0
675,44,7,1,2,0,2283,1,1,18,6,2,-1,0,0
676,60,3,1,2,0,1336,0,0,18,6,1,-1,0,0
677,54,4,1,0,0,45,1,0,18,6,20,-1,0,0
678,52,10,1,1,0,0,1,0,18,6,12,-1,0,0
679,31,2,2,1,0,3160,0,0,18,6,13,-1,0,0
680,45,8,2,1,0,359,1,0,18,6,8,-1,0,0
681,48,11,1,3,0,2261,0,0,18,6,3,-1,0,0
682,44,4,1,1,0,2092,0,1,18,6,1,-1,0,0
683,59,4,1,0,0,4143,0,0,19,6,1,-1,0,0
684,54,3,1,0,0,1925,0,0,19,6,3,-1,0,0
685,40,9,1,1,0,0,0,0,19,6,1,-1,0,0
686,37,4,0,1,0,37,0,1,19,6,1,-1,0,0
687,42,2,2,1,0,283,1,0,19,6,1,-1,0,0
688,57,2,2,1,0,5768,1,0,19,6,1,-1,0,0
689,56,4,1,1,0,771,1,1,19,6,1,-1,0,0
690,53,8,1,1,0,2774,0,1,19,6,1,-1,0,0
691,45,7,1,2,0,9711,0,0,19,6,3,-1,0,0
692,53,2,1,1,0,2955,0,0,19,6,1,-1,0,0
693,37,5,1,2,0,6495,0,0,19,6,3,-1,0,0
694,49,7,1,2,0,3022,0,0,19,6,1,-1,0,0
695,57,3,1,1,0,2020,0,0,19,6,4,-1,0,0
696,26,4,2,0,0,2340,1,0,19,6,1,-1,0,0
697,36,4,1,1,0,1403,0,0,19,6,2,-1,0,0
698,61,11,1,2,0,50,0,0,19,6,2,-1,0,0
699,47,1,0,1,0,176,0,0,19,6,2,-1,0,0
700,41,2,1,1,0,4178,0,0,20,6,2,-1,0,0
701,46,0,1,0,0,4064,0,0,20,6,4,-1,0,0
702,59,3,1,0,0,6955,0,1,20,6,10,-1,0,0
703,35,4,2,1,0,847,0,0,20,6,1,-1,0,0
704,33,9,2,1,0,250,0,0,20,6,1,-1,0,0
705,29,4,1,0,0,224,1,0,20,6,19,-1,0,0
706,57,10,1,1,0,9689,1,0,20,6,1,-1,0,0
707,41,10,0,2,0,24055,0,1,20,6,1,-1,0,0
708,40,10,1,1,0,109,0,0,20,6,22,-1,0,0
709,34,4,1,1,0,0,0,0,20,6,3,-1,0,0
710,23,4,1,1,0,-306,1,0,20,6,3,-1,0,0
711,60,11,1,0,0,4722,0,0,20,6,3,-1,0,0
712,44,10,1,1,0,251,0,0,20,6,6,-1,0,0
713,47,2,1,1,1,-57,0,1,20,6,2,-1,0,0
714,59,3,0,1,0,0,0,0,20,6,5,-1,0,0
715,42,7,0,2,0,0,0,0,20,6,2,-1,0,0
716,36,10,2,1,0,258,0,1,20,6,2,-1,0,0
717,53,4,1,0,0,57,1,0,20,6,20,-1,0,0
718,34,2,1,1,0,976,0,0,20,6,5,-1,0,0
719,51,2,1,2,0,4655,0,0,20,6,4,-1,0,0
720,53,7,1,1,0,4601,1,0,20,6,4,-1,0,0
721,57,11,2,1,0,316,0,0,20,6,7,-1,0,0
722,57,4,1,0,0,8403,0,0,20,6,11,-1,0,0
723,49,10,1,2,0,6138,0,0,20,6,3,-1,0,0
724,40,3,2,1,0,1400,0,0,20,6,7,-1,0,0
725,58,7,1,2,0,1697,0,0,20,6,2,-1,0,0
726,50,7,1,2,0,536,0,0,20,6,3,-1,0,0
727,44,7,1,2,0,786,1,0,20,6,7,-1,0,0
728,54,4,1,0,0,1033,0,0,20,6,3,-1,0,0
729,51,7,1,0,0,6298,1,0,20,6,3,-1,0,0
730,35,8,0,0,1,-475,0,0,20,6,5,-1,0,0
731,33,4,1,0,0,883,1,1,20,6,5,-1,0,0
732,49,7,1,2,0,-190,0,0,20,6,7,-1,0,0
733,28,2,1,1,0,4,0,0,20,6,2,-1,0,0
734,37,10,2,2,0,861,0,0,20,6,5,-1,0,0
735,57,3,1,1,0,274,0,1,20,6,3,-1,0,0
736,24,2,2,0,0,-122,1,0,23,6,3,-1,0,0
737,42,9,0,2,0,360,1,0,24,6,5,-1,0,0
738,53,0,1,0,0,0,0,0,24,6,8,-1,0,0
739,51,8,1,1,0,-1136,0,1,25,6,1,-1,0,0
740,27,7,2,2,0,42,1,0,26,6,4,-1,0,0
741,43,8,0,2,0,2279,0,1,26,6,1,-1,0,0
742,55,5,1,2,0,625,0,0,26,6,4,-1,0,0
743,30,0,1,0,0,7,0,1,27,6,1,-1,0,0
744,54,10,0,1,0,255,1,0,27,6,2,-1,0,0
745,56,4,1,0,0,0,0,0,27,6,2,-1,0,0
746,49,2,1,1,0,12,0,0,30,6,2,-1,0,0
747,55,7,1,2,0,0,0,0,30,6,2,-1,0,0
748,49,10,1,2,0,503,0,0,1,5,2,-1,0,0
749,27,8,2,1,0,1357,0,1,1,5,1,-1,0,0
750,40,8,2,1,0,-27,0,1,1,5,1,-1,0,0
751,29,2,0,1,0,824,1,0,2,5,3,-1,0,0
752,33,10,2,1,0,-51,0,0,2,5,2,-1,0,0
753,37,8,2,1,0,3,0,1,3,5,1,-1,0,0
754,59,3,1,3,0,140,0,1,3,5,1,-1,0,0
755,32,4,1,1,0,277,0,1,3,5,2,-1,0,0
756,28,8,2,2,0,0,0,0,4,5,1,-1,0,0
757,35,10,2,2,0,487,0,1,4,5,2,-1,0,0
758,34,10,1,0,0,0,0,0,4,5,1,-1,0,0
759,57,3,1,1,0,156,0,1,4,5,2,-1,0,0
760,29,10,2,1,0,19,0,0,4,5,2,-1,0,0
761,28,8,1,1,0,137,0,0,4,5,1,-1,0,0
762,43,10,1,1,1,-313,0,1,7,5,4,-1,0,0
763,46,7,1,0,0,312,1,0,7,5,2,-1,0,0
764,36,7,1,2,0,1444,1,0,7,5,2,-1,0,0
765,29,2,2,1,0,92,1,0,7,5,2,-1,0,0
766,35,9,1,1,0,1633,0,0,7,5,2,-1,0,0
767,44,8,1,1,0,182,1,1,7,5,4,-1,0,0
768,46,10,1,1,0,967,0,0,7,5,3,-1,0,0
769,27,4,1,0,0,57,0,1,7,5,1,-1,0,0
770,49,4,1,0,0,-167,0,0,7,5,1,-1,0,0
771,58,4,1,1,0,2146,0,0,7,5,3,-1,0,0
772,36,0,0,1,0,216,0,0,7,5,3,-1,0,0
773,37,10,1,1,0,-241,1,1,7,5,4,-1,0,0
774,51,7,1,2,0,1392,0,0,7,5,3,-1,0,0
775,52,4,1,0,0,9444,0,0,7,5,3,-1,0,0
776,37,8,1,1,0,27,0,1,7,5,1,-1,0,0
777,23,8,2,1,0,402,0,1,7,5,1,-1,0,0
778,37,4,1,3,0,18,0,0,7,5,3,-1,0,0
779,28,2,2,1,0,52,0,1,7,5,1,-1,0,0
780,29,4,1,0,0,76,0,1,7,5,4,-1,0,0
781,43,11,1,1,0,1926,0,0,7,5,13,-1,0,0
782,29,5,0,2,0,2,0,1,7,5,1,-1,0,0
783,28,2,2,1,0,312,0,0,8,5,1,-1,0,0
784,34,10,1,1,0,-257,0,0,8,5,26,-1,0,0
785,42,7,0,1,0,-272,0,0,8,5,1,-1,0,0
786,58,3,0,2,0,264,1,1,8,5,3,-1,0,0
787,27,0,1,0,0,7,0,1,8,5,1,-1,0,0
788,42,4,1,0,0,1556,0,1,8,5,1,-1,0,0
789,23,7,2,3,0,314,0,1,8,5,1,-1,0,0
790,26,4,1,1,0,2322,0,0,8,5,4,-1,0,0
791,29,9,1,1,0,731,0,1,8,5,1,-1,0,0
792,50,10,1,0,0,-315,0,1,8,5,1,-1,0,0
793,32,2,2,1,0,280,0,0,8,5,2,-1,0,0
794,24,4,2,1,1,81,0,1,8,5,2,-1,0,0
795,47,10,1,1,0,0,1,0,8,5,1,-1,0,0
796,55,10,1,1,0,477,0,0,8,5,1,-1,0,0
797,25,9,2,2,0,108,0,1,8,5,2,-1,0,0
798,28,4,1,0,0,307,1,1,8,5,2,-1,0,0
799,28,9,1,1,0,57,0,1,8,5,2,-1,0,0
800,41,4,1,0,0,17,0,0,8,5,3,-1,0,0
801,25,7,1,2,0,5262,0,1,8,5,9,-1,0,0
802,27,10,2,2,0,313,0,1,8,5,2,-1,0,0
803,30,4,1,1,0,4,1,1,8,5,1,-1,0,0
804,44,7,1,2,0,773,0,1,9,5,1,-1,0,0
805,33,8,1,1,0,0,0,1,9,5,1,-1,0,0
806,31,2,1,2,0,0,1,1,9,5,3,-1,0,0
807,44,10,1,1,0,266,1,0,9,5,1,-1,0,0
808,56,10,1,2,0,787,0,1,9,5,1,-1,0,0
809,29,7,1,2,0,272,1,0,9,5,1,-1,0,0
810,47,4,1,1,0,690,1,0,9,5,1,-1,0,0
811,48,10,1,1,0,-205,1,1,9,5,1,-1,0,0
812,42,0,1,1,0,808,1,0,9,5,1,-1,0,0
813,57,10,1,1,0,323,1,0,9,5,1,-1,0,0
814,33,4,1,1,0,0,1,0,9,5,1,-1,0,0
815,56,4,1,0,1,-160,0,0,9,5,2,-1,0,0
816,28,1,1,1,0,1210,0,0,9,5,4,-1,0,0
817,29,8,1,1,0,418,1,1,9,5,1,-1,0,0
818,54,9,1,2,0,231,0,0,9,5,3,-1,0,0
819,32,8,2,1,0,49,0,1,9,5,1,-1,0,0
820,31,4,2,0,0,0,0,0,9,5,1,-1,0,0
821,31,4,0,0,0,636,1,0,9,5,11,-1,0,0
822,30,7,1,2,0,794,1,1,9,5,1,-1,0,0
823,51,4,1,3,0,41,1,0,9,5,43,-1,0,0
824,25,1,2,0,0,9,0,1,9,5,2,-1,0,0
825,41,10,1,3,0,30,1,0,10,5,1,-1,0,0
826,47,7,0,3,0,184,1,0,10,5,1,-1,0,0
827,44,4,1,0,0,-237,1,0,10,5,1,-1,0,0
828,40,0,0,0,0,-21,1,0,10,5,1,-1,0,0
829,36,10,1,1,0,-475,1,0,10,5,1,-1,0,0
830,35,4,1,1,0,2023,1,0,10,5,1,-1,0,0
831,24,8,1,1,0,2063,1,1,10,5,1,-1,0,0
832,57,3,1,2,0,29,0,0,10,5,2,-1,0,0
833,56,7,1,2,0,1674,1,1,10,5,1,-1,0,0
834,35,2,2,1,0,-261,0,1,10,5,1,-1,0,0
835,37,8,1,1,0,54,1,0,10,5,1,-1,0,0
836,50,2,1,1,0,-130,1,0,10,5,1,-1,0,0
837,34,2,1,1,0,786,1,1,10,5,1,-1,0,0
838,57,2,0,1,0,658,0,0,10,5,1,-1,0,0
839,23,4,2,0,0,2483,0,0,10,5,3,-1,0,0
840,54,10,0,1,0,136,0,1,10,5,4,-1,0,0
841,46,10,1,1,0,278,1,0,10,5,1,-1,0,0
842,58,4,1,1,0,556,0,1,10,5,4,-1,0,0
843,40,8,1,0,0,352,1,0,10,5,1,-1,0,0
844,40,9,1,0,0,42,0,0,11,5,3,-1,0,0
845,35,10,0,1,0,0,1,0,11,5,1,-1,0,0
846,29,4,2,1,0,-161,0,0,11,5,2,-1,0,0
847,51,9,2,2,0,0,1,0,11,5,2,-1,0,0
848,59,2,0,1,0,5,0,1,11,5,2,-1,0,0
849,32,4,1,1,0,406,0,1,11,5,2,-1,0,0
850,41,10,1,2,0,177,1,0,11,5,2,-1,0,0
851,28,4,1,0,0,35,1,0,11,5,2,-1,0,0
852,30,7,1,2,0,1660,1,0,11,5,2,-1,0,0
853,59,3,1,1,0,3812,1,0,11,5,2,-1,0,0
854,32,4,1,1,0,157,1,0,11,5,2,-1,0,0
855,42,0,1,3,0,302,1,0,11,5,2,-1,0,0
856,27,8,1,1,0,10,1,0,14,5,2,-1,0,0
857,52,4,2,0,1,-2,0,0,14,5,2,-1,0,0
858,50,2,1,1,0,3258,0,1,14,5,2,-1,0,0
859,25,2,1,1,1,-517,1,0,14,5,3,-1,0,0
860,51,4,1,0,0,0,1,0,14,5,3,-1,0,0
861,37,10,2,1,0,287,1,0,14,5,3,-1,0,0
862,31,5,2,2,0,75,1,0,14,5,3,-1,0,0
863,60,7,0,0,0,21,0,1,14,5,3,-1,0,0
864,47,2,2,1,0,-331,1,0,14,5,4,-1,0,0
865,44,4,1,0,0,3113,0,0,14,5,2,-1,0,0
866,30,7,1,2,0,2,1,0,14,5,3,-1,0,0
867,57,3,1,1,0,107,0,0,14,5,2,-1,0,0
868,33,2,0,1,0,0,0,1,14,5,2,-1,0,0
869,54,3,1,1,0,522,0,1,14,5,3,-1,0,0
870,27,2,1,1,0,97,1,0,14,5,6,-1,0,0
871,55,5,1,1,0,204,0,0,14,5,13,-1,0,0
872,40,7,1,0,0,-90,0,0,14,5,3,-1,0,0
873,27,8,2,1,0,184,0,0,14,5,3,-1,0,0
874,27,4,1,1,0,2312,1,0,14,5,3,-1,0,0
875,42,5,1,1,0,324,1,0,15,5,3,-1,0,0
876,29,4,1,1,0,-84,0,1,15,5,4,-1,0,0
877,41,7,1,2,0,4,1,0,15,5,2,-1,0,0
878,24,8,1,1,1,27,1,0,15,5,3,-1,0,0
879,60,7,0,2,1,20,0,1,15,5,3,-1,0,0
880,27,4,1,1,0,162,1,0,15,5,3,-1,0,0
881,32,4,2,0,0,-109,1,0,15,5,4,-1,0,0
882,41,10,1,1,0,10438,1,0,15,5,4,-1,0,0
883,34,7,1,2,0,287,1,1,15,5,5,-1,0,0
884,36,0,1,1,0,0,0,0,15,5,7,-1,0,0
885,28,4,2,0,0,0,0,0,15,5,3,-1,0,0
886,41,4,1,0,0,8,1,0,15,5,2,-1,0,0
