,age,job,marital,education,default,balance,housing,loan,contact,day,month,campaign,pdays,previous,target
5992,57,5,0,2,0,873,0,0,2,17,6,3,-1,0,0
5993,57,3,0,2,0,5253,0,0,2,18,6,3,-1,0,0
5994,34,8,2,1,0,9231,0,0,2,18,6,3,-1,0,0
5995,44,4,1,0,0,0,0,0,2,18,6,5,-1,0,0
5996,52,3,1,1,0,424,0,0,2,18,6,3,-1,0,0
5997,36,7,2,2,0,0,0,0,2,18,6,7,-1,0,0
5998,51,10,1,1,0,1123,0,0,2,18,6,4,-1,0,0
5999,49,0,1,0,0,434,1,1,2,18,6,3,-1,0,0
6000,46,4,1,0,0,-1,0,0,2,18,6,3,-1,0,0
6001,40,10,1,1,0,265,0,0,2,18,6,4,-1,0,0
6002,37,7,0,2,0,26,0,0,2,18,6,5,-1,0,0
6003,48,2,2,1,0,1253,1,0,2,18,6,2,-1,0,0
6004,46,11,2,0,0,10,0,0,2,18,6,6,-1,0,0
6005,45,2,1,1,0,231,1,0,2,18,6,3,-1,0,0
6006,35,4,1,1,0,1736,0,1,2,18,6,1,-1,0,0
6007,55,3,1,1,0,31,0,0,2,18,6,1,-1,0,0
6008,42,5,0,1,0,31,0,0,2,18,6,1,-1,0,0
6009,45,4,1,1,0,103,0,0,2,18,6,1,-1,0,0
6010,27,0,1,1,0,1104,1,0,2,18,6,9,-1,0,0
6011,35,8,2,1,0,2657,1,0,2,18,6,1,-1,0,0
6012,35,4,2,1,0,415,0,0,2,18,6,1,-1,0,0
6013,26,7,2,2,0,2253,1,0,2,18,6,2,-1,0,0
6014,51,0,1,0,0,1093,0,1,2,18,6,1,-1,0,0
6015,54,0,1,0,0,3151,0,0,2,18,6,7,-1,0,0
6016,37,2,1,1,0,224,0,0,2,18,6,2,-1,0,0
6017,51,3,1,0,0,67,0,0,2,18,6,1,-1,0,1
6018,60,3,1,0,0,0,0,0,2,18,6,1,-1,0,0
6019,27,4,1,1,0,-565,1,0,2,18,6,3,-1,0,0
6020,37,9,2,2,0,426,0,0,2,18,6,1,-1,0,1
6021,34,4,1,2,0,9,1,0,2,18,6,3,-1,0,0
6022,55,4,1,0,0,1101,0,0,2,18,6,3,-1,0,0
6023,34,1,0,1,0,8267,0,0,2,18,6,2,-1,0,0
6024,48,2,1,1,0,1096,1,0,2,18,6,5,-1,0,0
6025,51,7,1,0,0,192,0,0,2,18,6,3,-1,0,0
6026,34,4,1,0,0,1707,0,0,2,18,6,2,-1,0,0
6027,31,7,2,2,0,729,1,1,2,18,6,5,-1,0,0
6028,58,1,0,1,0,7798,0,0,2,18,6,5,-1,0,0
6029,56,4,1,1,0,3760,0,0,2,18,6,3,-1,0,0
6030,30,8,1,1,0,201,1,0,2,18,6,2,-1,0,0
6031,24,2,1,1,0,416,1,1,2,18,6,2,-1,0,0
6032,35,4,1,1,0,10721,1,0,2,18,6,3,-1,0,0
6033,50,2,1,1,0,311,1,1,2,18,6,3,-1,0,0
6034,48,7,2,2,0,0,0,0,2,18,6,3,-1,0,0
6035,25,2,1,1,0,-97,1,0,2,18,6,2,-1,0,1
6036,22,4,1,1,0,0,1,0,2,18,6,4,-1,0,0
6037,46,7,2,2,0,46,0,1,2,18,6,1,-1,0,0
6038,48,4,1,0,0,363,1,0,2,18,6,6,-1,0,0
6039,58,11,1,3,0,219,0,0,2,18,6,1,-1,0,0
6040,43,8,0,1,0,62,0,0,2,18,6,1,-1,0,0
6041,45,0,1,2,0,143,0,0,2,18,6,1,-1,0,0
6042,43,2,1,3,0,3485,0,0,2,18,6,1,-1,0,0
6043,58,3,0,0,0,97,0,0,2,18,6,1,-1,0,0
6044,50,0,1,1,0,0,0,0,2,18,6,1,-1,0,0
6045,43,7,1,2,0,657,0,0,2,18,6,1,-1,0,0
6046,59,7,0,2,0,1304,0,0,2,18,6,1,-1,0,0
6047,58,0,1,0,0,0,0,0,2,18,6,1,-1,0,0
6048,57,4,1,1,0,773,1,1,2,18,6,8,-1,0,0
6049,34,4,1,1,0,2627,1,0,2,18,6,1,-1,0,0
6050,33,2,1,1,0,165,1,0,2,18,6,1,-1,0,0
6051,40,10,1,2,0,397,0,0,2,18,6,1,-1,0,0
6052,35,7,1,2,0,11265,0,0,2,18,6,1,-1,0,0
6053,34,7,2,2,0,391,0,0,2,18,6,1,-1,0,0
6054,35,6,1,3,0,0,0,0,2,18,6,1,-1,0,0
6055,45,11,2,1,0,0,0,0,2,18,6,1,-1,0,0
6056,60,3,0,0,0,1582,0,1,2,18,6,1,-1,0,0
6057,44,4,1,0,0,2791,0,0,2,18,6,1,-1,0,0
6058,37,5,1,2,0,2310,1,1,2,18,6,1,-1,0,0
6059,35,10,1,1,1,0,0,0,2,18,6,1,-1,0,0
6060,49,7,1,3,0,1401,0,0,2,18,6,1,-1,0,0
6061,48,7,1,2,1,0,0,1,2,18,6,1,-1,0,0
6062,35,7,0,1,0,0,1,0,2,18,6,1,-1,0,0
6063,41,7,2,2,0,11008,0,0,2,18,6,1,-1,0,1
6064,49,3,2,3,0,332,0,0,2,18,6,2,-1,0,0
6065,42,10,1,1,0,-813,1,0,2,18,6,4,-1,0,0
6066,60,0,1,0,0,0,0,0,2,18,6,1,-1,0,0
6067,59,3,1,0,0,0,0,0,2,18,6,1,-1,0,0
6068,47,3,1,0,0,490,1,0,2,18,6,10,-1,0,0
6069,35,10,1,1,0,603,0,0,2,18,6,2,-1,0,0
6070,34,8,2,1,0,755,0,0,2,18,6,1,-1,0,0
6071,35,9,1,1,0,2235,0,0,2,18,6,1,-1,0,0
6072,36,6,2,3,0,722,0,0,2,18,6,1,-1,0,0
6073,56,3,0,1,0,389,1,0,2,18,6,5,-1,0,0
6074,37,8,1,2,0,6497,0,0,2,18,6,1,-1,0,0
6075,44,4,1,1,0,1025,1,0,2,18,6,1,-1,0,0
6076,58,0,0,0,0,0,0,0,2,18,6,2,-1,0,0
6077,56,8,1,3,0,616,0,0,2,18,6,1,-1,0,0
6078,50,2,1,1,0,1019,1,0,2,18,6,1,-1,0,0
6079,57,7,1,2,0,1172,0,0,2,18,6,1,-1,0,0
6080,46,4,0,0,0,2870,0,0,2,18,6,6,-1,0,0
6081,50,8,1,1,0,753,0,0,2,18,6,2,-1,0,0
6082,52,3,1,0,0,9,0,0,2,18,6,1,-1,0,0
6083,54,0,0,0,0,1194,0,0,2,18,6,3,-1,0,0
6084,37,4,1,0,0,-186,0,1,2,18,6,3,-1,0,0
6085,44,8,1,1,0,1872,1,0,2,18,6,3,-1,0,0
6086,56,5,1,2,0,773,0,0,2,18,6,1,-1,0,0
6087,30,7,2,2,0,7419,1,0,2,18,6,29,-1,0,0
6088,44,4,2,3,0,4330,0,0,2,18,6,9,-1,0,0
6089,53,9,1,2,0,235,0,0,2,18,6,3,-1,0,0
6090,47,1,1,0,0,0,0,0,2,18,6,1,-1,0,0
6091,44,4,1,1,0,-448,1,0,2,18,6,2,-1,0,0
6092,33,2,1,1,0,1476,0,0,2,18,6,12,-1,0,0
6093,35,8,1,1,0,2128,0,0,2,18,6,1,-1,0,0
6094,41,5,1,1,0,707,0,0,2,18,6,1,-1,0,1
6095,31,10,1,1,0,4,1,1,2,18,6,2,-1,0,1
6096,47,10,1,1,0,3478,0,0,2,18,6,11,-1,0,0
6097,46,2,1,1,0,126,0,0,2,18,6,1,-1,0,1
6098,45,8,2,1,0,1771,0,0,2,18,6,2,-1,0,0
6099,36,8,0,1,0,446,1,0,2,18,6,4,-1,0,0
6100,43,0,1,1,0,5233,0,0,2,18,6,2,-1,0,0
6101,59,3,0,0,0,681,0,1,2,18,6,7,-1,0,0
6102,35,0,0,1,0,37,0,0,2,18,6,2,-1,0,0
6103,53,10,1,1,0,1776,0,0,2,18,6,7,-1,0,0
6104,59,2,1,1,0,479,0,0,2,18,6,1,-1,0,0
6105,60,7,1,2,0,11,0,0,2,18,6,3,-1,0,0
6106,35,4,1,1,0,523,0,0,2,18,6,2,-1,0,0
6107,44,8,0,1,0,608,1,1,2,18,6,30,-1,0,0
6108,45,10,1,1,0,2571,0,0,2,18,6,2,-1,0,0
6109,45,3,1,0,0,1152,0,0,2,18,6,2,-1,0,0
6110,49,10,1,3,0,1355,1,0,2,18,6,3,-1,0,0
6111,40,10,1,2,0,-1779,1,1,2,18,6,2,-1,0,0
6112,44,0,2,0,0,1059,0,0,2,18,6,1,-1,0,1
6113,36,8,1,1,0,611,1,1,2,18,6,3,-1,0,0
6114,34,8,1,1,0,1024,1,0,2,18,6,2,-1,0,0
6115,29,4,1,1,0,671,1,0,2,18,6,4,-1,0,1
6116,42,4,1,0,0,3,0,0,2,18,6,3,-1,0,0
6117,40,10,1,2,0,4396,0,0,2,18,6,2,-1,0,0
6118,41,2,1,1,0,1245,0,0,2,18,6,3,-1,0,0
6119,51,4,1,0,0,1238,0,0,2,18,6,10,-1,0,0
6120,26,4,2,1,0,623,0,0,2,18,6,41,-1,0,0
6121,53,3,1,1,0,357,0,0,2,18,6,2,-1,0,0
6122,60,7,1,1,0,358,0,0,2,18,6,2,-1,0,0
6123,60,5,1,0,0,0,0,0,2,18,6,1,-1,0,0
6124,36,9,1,1,0,29125,0,0,2,18,6,2,-1,0,0
6125,40,4,0,3,0,2357,0,0,2,18,6,3,-1,0,0
6126,60,3,1,0,0,415,0,0,2,18,6,2,-1,0,0
6127,35,4,2,0,0,12130,1,0,2,18,6,13,-1,0,0
6128,57,0,0,0,0,113,0,0,2,18,6,2,-1,0,0
6129,57,4,1,0,0,1236,0,0,2,18,6,9,-1,0,0
6130,44,7,0,2,0,0,0,0,2,18,6,3,-1,0,0
6131,42,0,1,0,0,1371,0,0,2,18,6,8,-1,0,0
6132,49,4,1,3,0,507,0,1,2,18,6,14,-1,0,0
6133,54,10,2,2,0,1433,1,1,2,18,6,20,-1,0,0
6134,37,0,2,0,0,1340,0,0,2,18,6,2,-1,0,0
6135,53,5,1,0,0,-257,1,1,2,18,6,5,-1,0,0
6136,49,8,1,1,0,2058,0,0,2,18,6,3,-1,0,0
6137,45,7,1,2,0,-687,1,1,2,18,6,2,-1,0,0
6138,34,4,1,0,0,946,1,0,2,18,6,3,-1,0,0
6139,42,8,1,1,0,3236,0,0,2,18,6,11,-1,0,0
6140,44,8,0,1,0,20541,0,1,2,18,6,2,-1,0,0
6141,57,4,1,3,0,4148,0,0,2,18,6,3,-1,0,0
6142,47,8,1,0,0,504,0,1,2,18,6,3,-1,0,0
6143,52,2,1,1,0,0,0,0,2,18,6,1,-1,0,0
6144,57,0,0,0,0,7451,0,0,2,18,6,4,-1,0,0
6145,59,4,1,1,0,0,0,0,2,18,6,1,-1,0,0
6146,58,4,1,1,0,1826,1,0,2,19,6,3,-1,0,0
6147,46,11,1,0,0,110,0,0,2,19,6,14,-1,0,0
6148,34,4,1,1,0,537,0,0,2,19,6,6,-1,0,0
6149,48,4,1,0,0,649,0,0,2,19,6,2,-1,0,0
6150,42,10,1,1,0,370,0,0,2,19,6,5,-1,0,0
6151,47,2,1,1,0,1195,0,0,2,19,6,1,-1,0,0
6152,41,10,1,1,0,1278,0,0,2,19,6,1,-1,0,0
6153,54,7,1,2,0,4112,0,0,2,19,6,1,-1,0,0
6154,46,0,1,0,0,1188,0,0,2,19,6,5,-1,0,0
6155,40,4,1,0,0,117,1,0,2,19,6,3,-1,0,0
6156,53,2,0,1,0,-112,0,0,2,19,6,1,-1,0,0
6157,50,9,1,1,0,306,0,0,2,19,6,1,-1,0,0
6158,37,8,2,2,0,410,0,0,2,19,6,4,-1,0,0
6159,51,10,0,1,0,107,0,0,2,19,6,1,-1,0,0
6160,50,5,2,2,0,0,1,0,2,19,6,1,-1,0,0
6161,42,5,2,3,0,33,0,0,2,19,6,1,-1,0,0
6162,41,2,1,1,0,2,1,0,2,19,6,1,-1,0,0
6163,48,5,1,2,0,269,1,0,2,19,6,1,-1,0,0
6164,50,4,0,0,0,-232,1,0,2,19,6,1,-1,0,0
6165,55,4,1,1,0,5874,0,0,2,19,6,1,-1,0,0
6166,58,3,1,1,0,1463,1,0,2,19,6,1,-1,0,0
6167,41,9,2,3,0,426,1,0,2,19,6,1,-1,0,0
6168,41,7,0,2,0,1,1,0,2,19,6,1,-1,0,0
6169,53,1,0,1,0,4512,0,0,2,19,6,2,-1,0,0
6170,58,3,1,2,0,5087,0,0,2,19,6,1,-1,0,0
6171,51,2,1,1,0,884,0,0,2,19,6,1,-1,0,0
6172,58,5,1,1,0,3,0,0,2,19,6,5,-1,0,0
6173,55,5,1,0,0,38,0,1,2,19,6,1,-1,0,0
6174,55,8,1,1,0,477,0,0,2,19,6,1,-1,0,0
6175,51,7,0,2,0,3415,1,0,2,19,6,1,-1,0,0
6176,50,7,1,2,0,4045,0,0,2,19,6,1,-1,0,0
6177,43,9,1,2,0,4324,1,0,2,19,6,1,-1,0,0
6178,41,1,1,0,0,2636,0,0,2,19,6,1,-1,0,0
6179,54,8,1,1,0,0,0,0,2,19,6,1,-1,0,0
6180,45,2,1,1,0,825,0,0,2,19,6,1,-1,0,0
6181,57,3,1,1,0,712,1,1,2,19,6,1,-1,0,0
6182,59,3,1,0,0,143,1,0,2,19,6,1,-1,0,0
6183,44,4,2,0,0,1308,0,1,2,19,6,1,-1,0,0
6184,45,8,0,1,0,1381,0,0,2,19,6,2,-1,0,0
6185,59,10,1,1,0,2528,0,1,2,19,6,1,-1,0,0
6186,41,10,0,1,0,586,1,0,2,19,6,1,-1,0,0
6187,40,8,1,1,0,1358,0,0,2,19,6,1,-1,0,0
6188,43,2,1,1,0,1113,0,0,2,19,6,7,-1,0,0
6189,34,7,0,1,0,47,0,0,2,19,6,1,-1,0,0
6190,59,2,1,1,0,1365,0,0,2,19,6,1,-1,0,0
6191,57,3,1,3,0,1621,1,0,2,19,6,1,-1,0,0
6192,36,7,1,3,0,3053,0,0,2,19,6,1,-1,0,0
6193,40,1,2,0,0,5613,1,0,2,19,6,2,-1,0,0
6194,52,1,1,0,0,425,0,0,2,19,6,1,-1,0,0
6195,42,4,2,0,0,1401,1,0,2,19,6,1,-1,0,0
6196,35,4,1,0,0,0,1,0,2,19,6,3,-1,0,0
6197,46,1,1,0,0,641,1,0,2,19,6,1,-1,0,0
6198,41,4,0,1,0,3622,0,0,2,19,6,4,-1,0,1
6199,45,4,1,0,0,351,1,0,2,19,6,1,-1,0,0
6200,57,4,0,1,0,1795,1,0,2,19,6,1,-1,0,0
6201,34,1,1,3,0,1437,0,0,2,19,6,2,-1,0,0
6202,48,8,1,1,0,334,0,1,2,19,6,2,-1,0,0
6203,50,2,0,3,0,4204,0,0,2,19,6,2,-1,0,0
6204,56,3,1,1,1,101,0,1,2,19,6,1,-1,0,0
6205,48,4,2,3,0,2961,0,0,2,19,6,1,-1,0,0
6206,33,7,2,2,0,2808,1,0,2,19,6,12,-1,0,0
6207,40,2,1,1,0,1,0,0,2,19,6,3,-1,0,0
6208,47,3,0,1,0,0,0,0,2,19,6,1,-1,0,0
6209,55,3,0,1,0,1580,0,1,2,19,6,1,-1,0,1
6210,52,4,1,0,0,1409,1,0,2,19,6,1,-1,0,0
6211,36,3,2,3,0,62,0,0,2,19,6,1,-1,0,0
6212,52,4,0,0,0,2800,0,0,2,19,6,1,-1,0,0
6213,47,2,1,3,0,989,0,0,2,19,6,1,-1,0,0
6214,46,4,0,0,0,1712,0,0,2,19,6,1,-1,0,0
6215,56,1,1,1,0,216,0,0,2,19,6,1,-1,0,0
6216,35,10,1,3,0,47,0,0,2,19,6,3,-1,0,0
6217,41,4,0,1,0,1,0,1,2,19,6,1,-1,0,0
6218,55,1,2,0,0,10183,0,0,2,19,6,1,-1,0,0
6219,47,0,1,0,0,823,0,0,2,19,6,3,-1,0,0
6220,49,4,1,0,0,98,0,1,2,19,6,1,-1,0,0
6221,49,5,1,0,0,563,0,0,2,19,6,1,-1,0,0
6222,47,1,1,1,0,0,0,0,2,19,6,1,-1,0,0
6223,51,5,1,0,0,4711,0,0,2,19,6,1,-1,0,0
6224,59,5,1,0,0,0,0,0,2,19,6,1,-1,0,0
6225,37,0,1,2,0,4,1,1,2,19,6,1,-1,0,0
6226,58,8,1,1,0,5087,0,0,2,19,6,1,-1,0,0
6227,56,9,1,2,0,411,0,0,2,19,6,4,-1,0,0
6228,22,10,1,1,0,691,1,0,2,19,6,2,-1,0,0
6229,51,4,1,0,0,1938,0,0,2,19,6,1,-1,0,0
6230,27,4,1,1,0,508,1,1,2,19,6,5,-1,0,0
6231,51,7,1,2,0,3134,0,0,2,19,6,3,-1,0,0
6232,53,10,1,1,0,1319,0,0,2,19,6,3,-1,0,1
6233,47,10,0,1,0,5735,0,0,2,19,6,4,-1,0,0
6234,50,5,1,1,0,1857,0,1,2,19,6,2,-1,0,0
6235,48,7,1,2,0,13501,0,0,2,19,6,2,-1,0,0
6236,18,2,2,1,0,66,1,0,2,19,6,2,-1,0,0
6237,26,4,1,0,0,237,1,0,2,19,6,7,-1,0,0
6238,55,4,1,0,0,5109,0,0,2,19,6,1,-1,0,0
6239,40,5,1,2,1,0,0,0,2,19,6,4,-1,0,1
6240,34,4,2,1,0,0,0,0,2,19,6,1,-1,0,0
6241,44,4,1,1,0,17,1,0,2,19,6,14,-1,0,0
6242,60,11,1,3,0,652,0,0,2,19,6,1,-1,0,0
6243,37,2,2,1,0,0,0,1,2,19,6,1,-1,0,0
6244,54,0,1,0,0,774,0,0,2,19,6,1,-1,0,0
6245,56,2,1,1,0,5310,0,0,2,19,6,1,-1,0,0
6246,55,0,1,0,0,1537,0,0,2,19,6,1,-1,0,0
6247,44,4,1,0,0,1669,0,0,2,19,6,2,-1,0,0
6248,34,2,1,1,0,4280,0,0,2,19,6,6,-1,0,0
6249,57,10,1,1,0,1070,0,0,2,19,6,1,-1,0,0
6250,57,10,1,1,0,461,1,0,2,19,6,2,-1,0,0
6251,43,4,0,1,0,1138,0,0,2,19,6,1,-1,0,0
6252,37,11,1,0,0,2860,0,0,2,19,6,1,-1,0,0
6253,56,10,1,1,0,2558,0,0,2,19,6,1,-1,0,0
6254,36,4,2,1,0,48,0,0,2,19,6,3,-1,0,0
6255,46,0,0,0,0,148,0,0,2,19,6,1,-1,0,0
6256,47,8,1,1,0,759,1,0,2,19,6,2,-1,0,0
6257,34,2,1,1,0,4011,0,0,2,19,6,16,-1,0,0
6258,34,9,2,2,0,1923,0,0,2,19,6,1,-1,0,0
6259,48,8,0,0,0,-110,0,1,2,19,6,2,-1,0,0
6260,52,2,0,1,0,98,0,1,2,19,6,1,-1,0,0
6261,35,2,1,1,0,313,1,0,2,19,6,7,-1,0,0
6262,41,4,2,2,0,6025,0,0,2,19,6,1,-1,0,0
6263,45,7,1,2,0,-52,1,0,2,19,6,1,-1,0,0
6264,37,4,2,1,0,1986,0,1,2,19,6,1,-1,0,0
6265,55,10,1,0,0,202,0,1,2,19,6,1,-1,0,0
6266,34,8,1,1,0,472,1,0,2,19,6,1,-1,0,0
6267,48,9,1,0,0,3062,0,0,2,19,6,5,-1,0,0
6268,53,8,1,1,0,76,1,0,2,19,6,2,-1,0,0
6269,26,10,2,1,0,593,1,0,2,19,6,1,-1,0,0
6270,26,4,1,0,0,182,1,0,2,19,6,1,-1,0,0
6271,51,7,0,1,0,2843,1,0,2,19,6,2,-1,0,0
6272,24,4,1,0,0,-157,1,0,2,19,6,1,-1,0,0
6273,27,10,1,1,0,7836,1,0,2,19,6,1,-1,0,0
6274,52,3,0,2,0,-309,1,0,2,19,6,2,-1,0,1
6275,50,8,1,1,0,3374,0,0,2,19,6,2,-1,0,0
6276,35,7,1,1,0,121,0,1,2,19,6,2,-1,0,0
6277,37,8,2,1,0,2453,0,0,2,19,6,2,-1,0,0
6278,26,10,2,2,0,940,1,0,2,19,6,1,-1,0,0
6279,27,2,2,1,0,613,1,0,2,19,6,1,-1,0,0
6280,47,5,1,1,0,0,0,0,2,19,6,2,-1,0,0
6281,40,4,1,0,0,-108,1,0,2,19,6,3,-1,0,0
6282,40,7,1,2,0,20,1,0,2,19,6,2,-1,0,0
6283,41,5,1,2,0,5736,1,1,2,19,6,2,-1,0,0
6284,24,10,2,1,0,-859,1,0,2,19,6,1,-1,0,0
6285,23,4,1,1,0,1782,1,0,2,19,6,1,-1,0,0
6286,26,4,1,1,0,1331,1,1,2,19,6,2,-1,0,0
6287,33,1,1,1,0,2228,0,0,2,19,6,2,-1,0,0
6288,36,2,2,1,0,435,0,0,2,19,6,2,-1,0,0
6289,55,0,1,0,0,136,1,0,2,19,6,10,-1,0,0
6290,27,5,1,1,0,0,1,0,2,19,6,1,-1,0,0
6291,48,4,1,0,0,237,1,0,2,19,6,18,-1,0,0
6292,42,4,2,1,0,625,0,0,2,19,6,3,-1,0,1
6293,41,4,1,0,0,246,0,0,2,19,6,3,-1,0,1
6294,43,2,2,3,0,682,0,0,2,19,6,6,-1,0,0
6295,25,4,1,1,0,61,1,0,2,19,6,1,-1,0,1
6296,45,2,2,1,0,-198,1,0,2,19,6,25,-1,0,0
6297,44,10,2,0,0,148,0,0,2,19,6,2,-1,0,0
6298,42,7,0,1,1,923,1,0,2,19,6,2,-1,0,0
6299,35,11,1,1,0,5700,0,0,2,19,6,2,-1,0,0
6300,37,4,1,0,0,1473,1,0,2,19,6,4,-1,0,0
6301,45,10,1,0,0,3388,0,0,2,19,6,7,-1,0,0
6302,23,4,2,1,0,-191,1,0,2,19,6,7,-1,0,1
6303,36,4,0,1,0,1686,1,0,2,19,6,28,-1,0,0
6304,32,10,2,1,0,6053,1,0,2,19,6,5,-1,0,0
6305,41,0,2,1,0,2184,0,0,2,19,6,2,-1,0,0
6306,57,3,1,1,0,789,0,0,2,19,6,3,-1,0,0
6307,49,7,0,2,0,1115,0,0,2,19,6,9,-1,0,0
6308,35,5,1,2,0,2685,0,0,2,20,6,2,-1,0,0
6309,50,1,1,1,0,17,0,0,2,20,6,2,-1,0,0
6310,59,3,0,1,0,602,0,0,2,20,6,3,-1,0,0
6311,34,6,1,2,0,408,0,0,2,20,6,3,-1,0,0
6312,37,10,2,2,0,610,0,0,2,20,6,2,-1,0,0
6313,50,7,1,2,0,89,0,0,2,20,6,2,-1,0,0
6314,50,4,1,0,0,-141,1,0,2,20,6,2,-1,0,0
6315,50,3,1,0,0,29,0,0,2,20,6,5,-1,0,0
6316,36,4,2,1,0,3054,0,0,2,20,6,11,-1,0,0
6317,57,7,1,1,0,570,0,0,2,20,6,2,-1,0,0
6318,49,4,0,0,0,912,0,0,2,20,6,2,-1,0,0
6319,57,11,1,3,0,2266,0,0,2,20,6,5,-1,0,0
6320,33,2,2,1,0,2830,0,0,2,20,6,12,-1,0,0
6321,50,4,1,0,0,480,1,0,2,20,6,5,-1,0,0
6322,56,1,0,0,0,438,0,0,2,20,6,2,-1,0,0
6323,52,4,1,0,0,1624,0,0,2,20,6,3,-1,0,0
6324,56,10,1,2,0,52,0,0,2,20,6,3,-1,0,0
6325,41,7,1,1,0,1273,0,0,2,20,6,3,-1,0,0
6326,37,7,2,2,0,490,0,0,2,20,6,3,-1,0,0
6327,56,8,1,1,0,1860,1,0,2,20,6,5,-1,0,0
6328,34,9,2,1,0,1173,1,1,2,20,6,5,-1,0,0
6329,30,4,1,1,0,1873,1,1,2,20,6,24,-1,0,0
6330,58,10,1,0,0,4015,0,0,2,20,6,3,-1,0,0
6331,48,9,0,1,1,7,0,0,2,20,6,2,-1,0,0
6332,56,4,1,1,0,337,1,0,2,20,6,2,-1,0,0
6333,56,4,1,0,0,770,1,0,2,20,6,3,-1,0,0
6334,34,7,1,1,0,1736,1,0,2,20,6,1,-1,0,0
6335,46,10,2,1,0,3494,1,0,2,20,6,1,-1,0,0
6336,43,1,1,0,0,519,0,0,2,20,6,2,-1,0,1
6337,46,4,1,0,0,4,0,1,2,20,6,1,-1,0,0
6338,56,5,0,0,0,3,0,0,2,20,6,1,-1,0,0
6339,43,4,1,0,0,1794,1,0,2,20,6,1,-1,0,0
6340,51,3,1,1,0,806,0,0,2,20,6,1,-1,0,0
6341,55,10,1,1,0,0,1,1,2,20,6,1,-1,0,0
6342,48,7,1,2,0,5320,1,0,2,20,6,1,-1,0,1
6343,50,10,0,2,0,261,0,0,2,20,6,1,-1,0,0
6344,36,10,1,1,0,0,1,0,2,20,6,1,-1,0,0
6345,49,10,2,3,0,443,0,0,2,20,6,11,-1,0,0
6346,33,0,0,0,0,1465,0,0,2,20,6,1,-1,0,0
6347,47,10,0,2,0,194,0,0,2,20,6,2,-1,0,0
6348,40,1,1,2,0,2135,1,0,2,20,6,1,-1,0,0
6349,53,4,1,1,0,1777,1,0,2,20,6,1,-1,0,0
6350,59,1,1,2,0,279,0,0,2,20,6,1,-1,0,0
6351,55,0,0,0,0,0,0,0,2,20,6,2,-1,0,0
6352,45,4,1,3,0,550,0,1,2,20,6,1,-1,0,0
6353,49,4,1,0,0,1119,1,0,2,20,6,1,-1,0,0
6354,42,10,1,1,0,297,0,0,2,20,6,1,-1,0,0
6355,45,0,1,0,0,4994,0,0,2,20,6,1,-1,0,0
6356,24,4,2,1,0,-46,1,0,2,20,6,7,-1,0,1
6357,40,5,0,2,0,224,0,0,2,20,6,1,-1,0,0
6358,46,8,1,1,0,457,1,1,2,20,6,1,-1,0,0
6359,52,3,1,2,0,2269,0,0,2,20,6,1,-1,0,1
6360,42,1,1,1,0,0,1,0,2,20,6,1,-1,0,0
6361,48,5,0,2,0,0,1,1,2,20,6,1,-1,0,0
6362,43,7,1,3,0,0,0,0,2,20,6,1,-1,0,0
6363,44,7,1,1,0,-1746,1,0,2,20,6,1,-1,0,0
6364,43,11,1,3,0,1517,0,0,2,20,6,1,-1,0,0
6365,52,7,1,2,0,1545,0,0,2,20,6,4,-1,0,0
6366,43,7,2,0,0,0,0,0,2,20,6,1,-1,0,0
6367,33,2,1,1,0,165,0,1,2,20,6,1,-1,0,0
6368,51,4,1,1,1,0,0,1,2,20,6,3,-1,0,0
6369,42,11,2,3,1,61,0,0,2,20,6,1,-1,0,0
6370,36,7,1,3,0,933,0,0,2,20,6,2,-1,0,0
6371,47,9,1,2,0,1917,0,0,2,20,6,2,-1,0,0
6372,44,8,2,1,0,2886,0,0,2,20,6,1,-1,0,0
6373,50,2,1,3,0,-1137,1,1,2,20,6,1,-1,0,0
6374,54,8,1,3,0,386,0,1,2,20,6,1,-1,0,1
6375,36,1,1,1,0,1604,0,0,2,20,6,1,-1,0,0
6376,37,9,2,1,0,759,1,0,2,20,6,1,-1,0,0
6377,43,4,0,3,1,1,0,0,2,20,6,1,-1,0,0
6378,57,1,1,1,0,468,1,0,2,20,6,1,-1,0,0
6379,44,4,2,0,0,10984,0,0,2,20,6,18,-1,0,0
6380,57,2,1,2,0,9311,0,0,2,20,6,3,-1,0,0
6381,43,8,2,2,0,126,1,0,2,20,6,2,-1,0,0
6382,46,4,0,0,0,0,0,0,2,20,6,2,-1,0,0
6383,41,2,1,1,0,0,0,0,2,20,6,1,-1,0,0
6384,43,5,1,1,0,0,1,0,2,20,6,1,-1,0,0
6385,49,4,1,0,0,923,0,0,2,20,6,2,-1,0,0
6386,55,8,0,1,0,1735,0,0,2,20,6,2,-1,0,0
6387,47,8,0,1,0,287,0,0,2,20,6,1,-1,0,0
6388,41,4,2,0,0,-206,0,0,2,20,6,1,-1,0,0
6389,44,7,1,2,0,2400,0,0,2,20,6,1,-1,0,0
6390,41,10,1,2,0,0,0,0,2,20,6,1,-1,0,0
6391,47,9,1,0,0,2559,0,0,2,20,6,1,-1,0,0
6392,45,4,1,0,0,0,0,1,2,20,6,2,-1,0,0
6393,57,10,1,2,0,27069,0,1,2,20,6,3,-1,0,0
6394,48,7,1,1,0,3260,0,0,2,20,6,3,-1,0,0
6395,56,4,1,3,0,665,1,0,2,20,6,2,-1,0,0
